,original_sentence,translation
25,{وَقِفُوهُمْ}، احبسوهم، يقال: وقفته وقفاً فوقف وقوفاً.,"""Arrest them,"" it is said: I arrested him, so he stood."
26,ثم حكى الله تعالى ما يقوله للملائكة الموكلين بهم فانه يقول لهم {وقفوهم} أي قفوا هؤلاء الكفار أي احبسوهم {إنهم مسؤلون} عما كلفهم الله في الدنيا من عمل الطاعات واجتناب المعاصي هل فعلوا ما أمروا به أم لا؟,"Then Allah, the Most High, narrates what He says to the angels entrusted with them, for He says to them, ""And stop them,"" meaning, stop these disbelievers, meaning, detain them, ""Indeed, they will be questioned,"" about what Allah has tasked them with in this world, of performing acts of obedience and avoiding sins. Did they do what they were commanded to do or not?"
27,وقوله - سبحانه - {وَقِفُوهُمْ إِنَّهُمْ مَّسْئُولُونَ} زيادة فى توبيخهم وإذلالهم، والوقف هنا بمعنى الحبس.,"""And His saying - exalted is He - {And stop them, indeed, they will be questioned} is an increase in their reproach and humiliation, and the stopping here means detention."""
28,وقفوهم إنهم مسؤولون: أي احبسوهم عند الصراط إنهم مسؤولون عن جميع أقوالهم وأفعالهم.,"""Arrest them, for they are accountable: that is, stop them at the path, for they will be questioned about all their words and deeds."""
29,قِفوهم: احبسوهم في الموقف.,"""Stop them: Hold them in the position."""
30,{وَقِفُوهُمْ إِنَّهُمْ مَّسْئُولُونَ} عما كاناو يعملون في الدنيا من كفر والحاد وفساد.,"""And stop them, indeed they are to be questioned about what they used to do in this world of disbelief, atheism, and corruption."""
31,{وَيُقْذَفُونَ} يرجمون.,They are stoned.
32,{وَقِفُوهُمْ} وقوف توبيخ لهم.,"""Arrest them"" is a reprimand for them."
33,وقوله - عز وجل - : {وَقِفُوهُمْ إِنَّهُمْ مَّسْئُولُونَ}.,"""And He said - the Almighty -: {And stop them, indeed, they will be questioned.}"""
34,ويحتمل {مَّسْئُولُونَ} أي: محاسبون.,"""Responsible"" means: accountable."
35,{(24) وَقِفُوهُمْ} احبسوهم في الموقف {إِنَّهُمْ مَسْؤُولُونَ} قيل عن عقائدهم واعمالهم.,"""(24) And stop them"" restrain them at the station ""Indeed, they are to be questioned"" about their beliefs and deeds."
36,قوله تعالى: {فقعوا} أمر من الوقوع.,"His saying, the Exalted: {So fall} is a command from falling."
