,original_sentence,translation
10,اسأل أيها الرسول هؤلاء المنكرين للبعث: أهُمْ اصعبُ خلقا أم السماواتُ والأرض وما في هذا الكون الكبير!,"Ask, O Messenger, these deniers of the Resurrection: Are they harder to create, or the heavens and the earth and what is in this vast universe?"
11,{فَٱسْتَفْتِهِمْ أَهُمْ أَشَدُّ خَلْقاً} الاستفتاء نوع من السؤال والهمزة في أهم وإن خرجت إلى معنى التقرير فهي في الأصل لمعنى الاستفهام أي فاستخبرهم والضمير لمشركي مكة وقيل نزلت في أبي الأشد بن كلدة وكني بذلك لشدة بطشه وقوته وعادل في هذا الاستفهام التقريري في الأشدية بينهم وبين ما خلق من غيرهم من الأمم من الجن والملائكة والأفلاك والأرضين.,"""Then ask them, are they the most difficult to create?"" The word ""استفتاء"" means a type of question, and the hamza in ""أهم"" means ""are they,"" even though it has shifted to a meaning of affirmation, it originally means interrogation. That is, ask them, and the pronoun refers to the polytheists of Mecca. It is said that it was revealed about Abu Al-Ashad ibn Kulda, and he was nicknamed that due to his severity and strength. In this interrogative affirmation, it equates between them and what was created from others of the nations, from jinn, angels, heavens, and lands."
12,قوله - عز وجل - : {فَٱسْتَفْتِهِمْ أَهُمْ أَشَدُّ خَلْقاً أَم مَّنْ خَلَقْنَآ}.,"His - the Exalted in Might - said: {So ask them, are they the most difficult to create, or those whom We have created?}"
13,قيل: هي السماوات والأرض والجبال، وقيل: الملائكة، وأكثرهم قالوا: قوله - عز وجل - : {أَهُمْ أَشَدُّ خَلْقاً أَم مَّنْ خَلَقْنَآ}، أي: السماوات والأرض؛ كقوله - عز وجل - : {لَخَلْقُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ أَكْـبَرُ مِنْ خَلْقِ ٱلنَّاسِ …} الآية [غافر: 57]، يقول - والله أعلم - : سلهم أن خلقهم وإعادتهم أشدّ وأكبر وأعظم من خلق السماوات والأرض؟,"It was said: ""They are the heavens, the earth, and the mountains,"" and it was said: ""The angels."" Most of them said: His - the Almighty's - saying: ""{Are they harder to create or those [others] We created?}"" (Quran 77:23), meaning: the heavens and the earth; as His - the Almighty's - saying: ""{The creation of the heavens and the earth is greater than the creation of mankind...}"" (Quran 40:57). He says - and Allah knows best -: Ask them, is their creation and resurrection harder, greater, and more immense than the creation of the heavens and the earth?"
14,وقوله: {فَٱسْتَفْتِهِمْ أَهُمْ أَشَدُّ خَلْقاً …} الآية.,"And His saying: {So ask them, are they stronger in creation…} the verse."
15,ولا قال لهم: إنهم لو أجابوك وأفتوك بكذا فقل لهم كذا أو أجبهم بكذا؛ فجائز أن يكون الجواب ما ذكرنا: أنكم لو لم تشاهدوا خلق ما ذكر من السماوات والأرض وغيرها سوى خلق أنفسكم ثم شاهدتم خلقنا أعني ما ذكرنا من السماوات والأرض والجبال وغيرها - هل تنكرون قدرته على خلق ما شهدتم وعاينتم: أنه لم يخلقها إلا هو، كيف أنكرتم قدرته على إعادتكم وبعثكم؟!,"And He said to them: If they respond to you and give you such and such an answer, then say to them such and such, or respond to them with such and such; it is possible that the answer is what we mentioned: that if you had not witnessed the creation of what was mentioned of the heavens and the earth and other than yourselves, then you witnessed our creation, meaning what we mentioned of the heavens and the earth and mountains and others - would you deny His ability to create what you witnessed and saw: that He did not create it except Himself, how did you deny His ability to return you and resurrect you?!"
16,أو أن يذكر لقوله - عز وجل - : {إِنَّا خَلَقْنَاهُم مِّن طِينٍ لاَّزِبٍ} بدء خلقهم وأصله الذي خلقوا هم منه، إنكم إنما عرفتم ابتداء خلقكم وأصلكم الذي منه خلقتم أنه تراب أو طين بإخبار الرسل، ويقول لهم: وأنتم يا أهل مكة ممن لا يؤمنون بالرسل، فكيف صدقتم الرسل بما أخبروا من أصلهم وبدء خلقكم، ولم تصدقوهم بما يخبرونكم من إعادتكم وبعثكم بعد موتكم؟!,"Or that he mentions the saying of the Almighty - Exalted is He -: {Indeed, We created them from a sticky clay} [Al-Sajdah: 7] as the beginning of their creation and the origin from which they were created. You only know the beginning of your creation and the origin from which you were created, that it is dust or clay, through the information of the messengers. And He says to them: And you, O people of Makkah, are among those who do not believe in the messengers, so how do you believe the messengers in what they inform you about your origin and the beginning of your creation, and you do not believe them in what they inform you about your resurrection and being brought back to life after your death?!"
17,أو يقول: إنه أنشأ من تلك النفس الواحدة التي خلقها من تراب من الخلق ما لو تركهم جميعاً لم يفنهم ولم يمتهم، لامتلأت الدنيا منها، فمن قدر على إنشاء ما تمتلئ الدنيا منه من نفس واحدة لا يحتمل أن يعجزه شيء من البعث والإعادة وغير ذلك، والله أعلم.,"He says: ""He created from that single soul, which He created from dust, such a creation that if He left them all, He would not destroy them nor cause them to die, for the world would be filled with them. So, He who is capable of creating from a single soul what would fill the world, it is not possible that anything, such as resurrection and return and other things, would be beyond His power. And Allah knows best."""
18,أو أن يقول في قوله - عز وجل - : {إِنَّا خَلَقْنَاهُم مِّن طِينٍ لاَّزِبٍ}، أي: قد أنشأ من تلك النفس ومن ذلك الأصل قرناً وقرنا بعد قرن بعد إفناء كل قرن أنشأ قرناً آخر؛ فلا يحتمل أن يكون المقصود من إنشائهم الإنشاء ثم الإفناء والنقض، خاصة لا عاقبة تقصد بالإنشاء والإفناء؛ إذ في الشاهد من كان مقصوده في البناء الفناء والنقض خاصة كان غير حكيم، فإذا عرفتم الله - عز وجل - أنه حكيم؛ فلا يحتمل أن يكون مراده من إنشائكم وإفنائكم ذلك خاصة لا غير وذلك مزيل الحكمة، ويوجب السفه، تعالى الله عن ذلك وجميع ما يصفه الملاحدة علوّاً كبيراً.,"Or, he might say in His saying - may He be exalted -: {Indeed, We created them from a sticky clay}, meaning: He has created from that soul and from that origin generation after generation after the annihilation of each generation, He creates another generation; it is not possible that the purpose of their creation is creation and then annihilation and destruction, especially with no end in view with creation and annihilation; for in reality, whoever's purpose in building is annihilation and destruction alone is not wise. So, if you know that Allah - may He be exalted - is wise, it is not possible that His purpose in creating and annihilating you is only that and nothing else, for that would negate wisdom and would imply foolishness. Exalted is Allah from that and from all that the atheists attribute to Him, in a great exaltation."
19,{وَلَقَدْ خَلَقْنَا ٱلإِنسَانَ مِن صَلْصَالٍ} الآية، لما نبه تعالى على منتهى الخلق وهو الحشر يوم القيامة إلى ما يستقرون فيه نبههم على مبدأ أصلهم آدم صلى الله عليه وسلم وما جرى لعدوه إبليس من المحاورة مع الله تعالى وتقدم شىء من هذه القصة في أوائل البقرة عقب ذكره الأمانة والاحياء والرجوع إليه تعالى، وفي الأعراف بعد ذكر يوم القيامة وذكر الموازين فيه وفي الكهف بعد ذكر الحشر، وكذا في سورة ص بعد ذكر ما أعد من الجنة والنار لخلقه فحيث ذكر منتهى هذا الخلق ذكر مبدأهم وقصته مع إبليس ليحذرهم من كيده ولينظر واما جرى له معه حتى أخرجه من الجنة التي هي مقر السعادة والراحة إلى الأرض التي هي مقر التكليف والتعب فيحترزوا من كيده.,"""And indeed, We created man from clay"" verse, when the Most High reminded of the end of creation, which is the gathering on the Day of Resurrection, to what they will settle in, He reminded them of the origin of their father Adam, peace be upon him, and what happened to his enemy Iblees from the conversation with Allah, the Most High. And something of this story has already been mentioned in the early parts of Al-Baqara after mentioning the trust, life, and return to Him, the Most High, and in Al-A'raf after mentioning the Day of Resurrection and the scales in it, and in Al-Kahf after mentioning the gathering, and similarly in Surat Sad after mentioning what has been prepared of Paradise and the Fire for His creation. So wherever the end of this creation is mentioned, their beginning and their story with Iblees is mentioned to warn them of his deceit and to consider what happened to him with him until he expelled him from the Paradise, which is the abode of happiness and rest, to the earth, which is the abode of duty and hardship, so that they may beware of his deceit."
20,{سَوَّيْتُهُ} أكملت خلقه والتسوية عبارة عن الإِتقان وجعل أجزائه مستوية فيما خلقت له.,"""I perfected his creation, and perfection means making his parts equal to what they were created for."""
