,original_sentence,translation
21,ثم أضرب - سبحانه - عما تقدم إلى بيان حالهم يوم القيامة فقال {بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُونَ}.,"Then He, the Exalted, moved on from what preceded to describe their state on the Day of Resurrection, saying, ""Rather, they are today submissive."""
22,والاستسلام أصله طلب السلامة، والمراد به هنا الانقياد التام، والخضوع المطلق، يقال استسلم العدو لعدوه، إذا انقاد له وخضع لأمره.,"And submission, its origin is seeking safety, and what is meant by it here is complete obedience, and absolute submission. It is said, ""The enemy surrendered to his enemy,"" when he submitted to him and obeyed his command."
23,أى ليسوا فى هذا اليوم بقادرين على التناصر، بل هم اليوم خاضعون ومستسلمون، لعجزهم عن أى حيلة تنقذهم مما هم فيه من بلاء.,"They are not, on this day, able to help one another, but they are today submissive and resigned, due to their inability to find any means to save them from the affliction they are in."
24,ثم قال تعالى: {بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُونَ} يقال استسلم للشيء إذا انقاد له وخضع، ومعناه في الأصل طلب السلامة بترك المنازعة، والمقصود أنهم صاروا منقادين لا حيلة لهم في دفع تلك المضار لا العابد ولا المعبود.,"Then He, the Most High, said: {But they are today submissive.} It is said that one submits to something when one yields to it and submits, and its original meaning is to seek safety by refraining from contention. The intended meaning is that they have become submissive, with no means to repel those harms, neither the worshipper nor the worshipped."
25,ولكنهم لا يستطيعون عمل شيء وينقادون مستسلمين لأمر الله.,But they cannot do anything and submit to the decree of Allah.
26,{بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُونَ} أي قد أسلم بعضهم بعضاً وخذله عن عجز فكل واحد مستسلم غير منتصر.,"""Rather, they are today submissive, having handed over one another and abandoned one another due to helplessness. So each one is submissive, not victorious."""
27,{بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُونَ} أي منقادون لأمر الله لا يخالفونه ولا يحيدون عنه، والله أعلم.,"""Rather, they are today submissive,"" that is, they are obedient to Allah's command, neither disobeying nor deviating from it, and Allah knows best."
28,فيخبر عن إياسهم من نصر ما عبدوا على رجاء النصر لهم والشفاعة؛ كقوله: {بَلْ هُمُ ٱلْيَوْمَ مُسْتَسْلِمُون} [الصافات: 26]، أي: خاضعون ذليلون لله، لما علموا ألا يكون النصر والعون إلا منه، فعند ذلك يستسلمون له.,"He informs about their despair of victory for what they worshipped in hope of victory and intercession for them; as His saying: {But they are today submissive} [As-Saffat: 26], that is, humbled and submissive to Allah, when they realized that victory and help come only from Him, then they submit to Him."
29,وقال بعضهم: يستسلمون في عذابه.,And some of them said: They will submit in His punishment.
30,{(26) بَلْ هُمُ الْيَوْمَ مُسْتَسْلِمُونَ} منقادون لعجزهم او متسالمون يسلم بعضهم بعضاً ويخذله.,"They are today submissive, yielding to their helplessness or reconciled, each surrendering to the other and abandoning them."
