,original_sentence,translation
11,والفاء في هذه الوجوه لترتب الصفات في الفضل فالفضل للصف ثم للزجر ثم للتلاوة أو بالعكس فلكل وجه.,"And the letter ""fa"" in these faces is for the arrangement of attributes in virtue, so virtue is for the row, then for the deterrent, then for recitation, or vice versa, so each face has its own virtue."
12,وأما التقدير الثاني وهو أن يكون المراد بهذه الأمور الثلاثة موصوفات متغايرة؛ فالصافات الطير من قوله {والطير صافات} [النور: 41] والزاجرات كل ما زجر عن معاصي الله، والتاليات كل من تلا كتاب الله.,"And the second interpretation is that the three things referred to are distinct attributes; so the ""arrangers"" are the birds from His saying {And the birds in rows} [24:41], and the ""deterrents"" are all that which deters from the disobedience of Allah, and the ""reciters"" are all who recite the Book of Allah."
13,أو الصافات طائفة من الملائكة أو من الأشخاص الإِنسانية، وكل من الزاجرات والتاليات طائفة أخرى.,"Or the ranks, a group of angels or of human beings, and each of the drivers and the reciters is another group."
14,وقيل: الصافات العالم الجسماني المنضود كرة فوق كرة من الأرض إلى الفلك الأعظم، والزاجرات الأرواح المدبرة للأجسام بالتحريك والتصريف، والتاليات الأرواح المستغرقة في بحار معرفة الله تعالى والثناء عليه.,"It is said: ""As-Saffat"" are the worlds of the physical universe, arranged sphere upon sphere from the earth to the greatest celestial sphere, ""Az-Zajirat"" are the souls that manage the bodies through movement and direction, and ""At-Taliyat"" are the souls immersed in the seas of knowledge of God the Exalted and praise of Him."
15,والفاء على هذه المعاني لترتب الموصوفات في الفضل.,"And the letter ""fa"" (ف) is used for these meanings to arrange the adjectives in virtue."
16,قال المفسرون: الشياطين كانوا يصعدون إلى قرب السماء فربما سمعوا كلام الملائكة وعرفوا به ما سيكون من الغيوب فأخبروا صنعاءهم، فجعل الله الكواكب في زمن محمد صلى الله عليه وسلم بحيث تحرقهم وتحفظ أهل السماء في إصغائهم.,"The commentators said: The devils used to ascend near the sky, and perhaps they would hear the words of the angels and learn from them what would be of the unseen, and they would inform their people. So Allah made the stars in the time of Muhammad, peace be upon him, such that they would burn them and protect the people of the sky in their listening."
17,وأيضاً مقر الملائكة السطح الظاهر من الفلك الأعلى وإنهم لا يصعدون إلا إلى قريب من الفلك الأدنى فكيف يسمعون كلام الملائكة؟,"And also, the abode of the angels is the visible surface of the highest celestial sphere, and they do not ascend except to near the lowest celestial sphere. So how do they hear the speech of the angels?"
18,ولا نسلم أن الملائكة لا ينزلون إلى الفلك الأخير بإذن الله.,We do not concede that the angels do not descend to the last heaven by the permission of God.
19,والملأ الأعلى الملائكة لأنهم يسكنون السموات.,The highest assembly are the angels because they dwell in the heavens.
20,وعن ابن عباس: أراد أشراف الملائكة.,And from Ibn Abbas: He meant the noble angels.
21,التأويل: {والصافات} إشارة إلى ما جاء أن الأرواح خلقت قبل الأجساد في أربعة صفوف: الأول للأنبياء، والثاني للأولياء، والثالث للمؤمنين، والرابع لأهل الكفر {فالزاجرات} هي الإلهامات الربانية للعوام عن المناهي، وللخواص عن رؤية الأعمال، وللأخص عن الالتفات إلى غير الله {فالتاليات ذكراً} هم الذين يذكرون الله في الخلوات بخلوص النيات.,"The interpretation: {And the ranks} refers to what came that the souls were created before the bodies in four rows: the first for the prophets, the second for the saints, the third for the believers, and the fourth for the disbelievers. {Then the restrainers} are the divine inspirations for the common people to refrain from prohibitions, for the elect to refrain from seeing actions, and for the most elect to refrain from turning to other than God. {Then those who recite the remembrance} are those who remember God in seclusion with sincere intentions."
22,{وَٱلصَّافَّاتِ صَفَّا} قال ابن عباس ومسروق والحسن وقتادة: يعني صفوف الملائكة في السماوات كصفوف الخلق في الدُّنيا للصلاة، وقيل: هم الملائكة تصف أجنحتها في الهواء واقفة فيه حتى يأمرها بما يريد، وقيل: هي الطير، دليله قوله: {وَٱلطَّيْرُ صَآفَّاتٍ} [النور: 41] وقوله: {أَوَلَمْ يَرَوْا إِلَى ٱلطَّيْرِ فَوْقَهُمْ صَافَّاتٍ} [الملك: 19].,"""And the ranks in rows"" Ibn Abbas, Masruq, Al-Hasan, and Qatadah said: It means the rows of angels in the heavens, like the rows of creation in the world for prayer. It was also said: They are the angels who arrange their wings in the air, standing in it until He commands them with what He wills. It was also said: They are the birds, as evidence by His saying: ""And the birds in rows"" [An-Nur: 41] and His saying: ""Have they not looked at the birds above them, spreading their wings and folding them in?"" [Al-Mulk: 19]."
23,والصف: ترتيب الجمع على خط كالصف في الصلاة والحرب.,"The row: the arrangement of a group in a line, like a row in prayer and war."
24,{فَٱلزَّاجِرَاتِ زَجْراً} يعني الملائكة تزجر السحاب وتسوقه، وقال قتادة: هي زواجر القرآن.,"""The ones who drive away (the clouds) with force"" means the angels who drive away the clouds and drive them along. Qatada said: ""They are the deterrents of the Qur'an."""
25,{فَٱلتَّالِيَاتِ ذِكْراً} يعني جبرائيل والملائكة تتلو كتب الله، عن مجاهد والسدي، وقيل: هي جماعة قرّاء القرآن، وهي كلها جمع الجمع، فالصافة جمع الصاف، والصافات جمع الصافة وكذلك أُختاها، وقيل: هو قسم بالله تعالى على تقدير: وربّ الصافات.,"""The following are a reminder"" means Gabriel and the angels recite the books of Allah, according to Mujahid and As-Suddi. It has also been said: They are a group of Qur'an reciters, and all of them are plural of plural. So, As-Saffat is the plural of As-Saff, and As-Saffat is the plural of As-Saff, and similarly, its sisters. It has also been said: It is an oath by Allah, the Exalted, with the meaning: By the Lord of the ranks."
26,[ذكره الماوردي].,He mentioned it.
27,{وَٱلصَّـٰفَّـٰتِ صَفَّا فَٱلزجِرٰتِ زَجْراً فَٱلتَّـٰلِيَـٰتِ ذِكْراً} أقسم سبحانه وتعالى بطوائف الملائكة، أو بنفوسهم الصافات أقدامها في الصلاة.,"""And the ranks drawn up in rows, and those who drive away (the devils) with force, and those who recite (the Word) as a reminder."""
28,فالزاجرات الحساب سوقاً أو عن المعاصي بالإلهام، فالتاليات لكلام الله من الكتب المنزلة وغيرها وهو قول ابن عباس وابن مسعود ومجاهد؛ أو بنفوس العلماء العمال الصافات أقدامها في التهجد وسائر الصلوات، فالزاجرات بالمواعظ والنصائح، فالتاليات آيات الله والدارسات شرائعه.,"So, those who restrain (people) from sins by inspiration, and those who recite the words of Allah from the revealed books and others, and this is the saying of Ibn Abbas, Ibn Masood, and Mujahid; or the souls of the scholars who work and stand in the night for prayer and other prayers, so those who restrain with admonitions and advice, and those who recite the verses of Allah and study His laws."
29,و {صَفَّا} مصدر مؤكد وكذلك {زَجْراً} والفاء تدل على ترتيب الصفات في التفاضل فتفيد الفضل للصف ثم للزجر ثم للتلاوة أو على العكس.,"And {saffa} is a confirmed source, and so is {zajra}. And the letter fa' (ف) indicates the order of the attributes in preference, so it benefits the row, then the driving, then the recitation, or the opposite."
30,"اللغَة: {فَٱلزَّاجِرَاتِ} الزجر: الدفع عن الشيء بقوةٍ أو صياح، والزجرة: الصيحةُ من قولك: زجر الراعي الغنم إِذا صاح عليها فرجعت لصوته {مَّارِدٍ} عاتي متمرد {ثَاقِبٌ} محرق شديد النفاذ {وَاصِبٌ} دائم لا ينقطع {لاَّزِبٍ} ملتزق بعضه ببعض {مَّعِينٍ} شراب نابع من العيون {غَوْلٌ} الغول: كل ما يغتال العقل ويفسده قال أبو عبيدة: الغول ما يغتال العقل ويذهبه وأنشد قول ابن إياس: وما زالتِ الخمر تغتالنا وتذهب بالأول فالأول {كَأْسٍ} قال أهل اللغة: العرب تقول للإِناء إِذا كان فيه خمر كأس، فإِذا لم يكن فيه خمر قالوا: إناء وقدح قال الشاعر: وكأسٍ شربتُ على لذةٍ وأُخرى تداويتُ منها بها {يُنزَفُونَ} يسكرون يقال: نُزف الرجل فهو نزيف ومنزوف إذا سكر قال الشاعر: لعمري لئن أنزفتمو أو صحوتمو لبئس النَّدامى كنتم آل أبجرا التفسِير: {وَٱلصَّافَّاتِ صَفَّا} افتتح تعالى هذه السورة بالقسم ببعض مخلوقاته، إظهاراً لعظم شأنها، وكبر فوائدها، وتنبيهاً للعباد على جلالة قدرها والمعنى: أقسم بهذه الطوائف من الملائكة، الصافات قوائمها في الصلاة، أو أجنحتها في ارتقاب أمر الله قال ابن مسعود: هم الملائكة تصف في السماء في العبادة والذكر صفوفاً، وفي الحديث \"" ألا تصفُّون كما تصف الملائكة عند ربهم؟ قلنا: وكيف يا رسول الله؟ قال: يُتمون الصفوف المتقدمة، ويتراصون في الصف \"" أقسم تعالى بالملائكة تنبيهاً على جلالة قدرهم، وكثرة عبادتهم، فهم مع عظيم خلقهم ورفعة شأنهم لا ينفكون عن عبادة الله، يصطفون للعبادة كاصطفاف المؤمنين في الصلاة، مع الخشوع والخضوع للعزيز الجبار، الذي دانت له الخلائق، وخضعت لجلال هيبته الرقاب، بما فيهم حَمَلة العرش والملائكة الأطهار {فَٱلزَّاجِرَاتِ زَجْراً} أي الملائكة التي تزجر السحاب، يسوقونه إلى حيث شاء الله، من الزجر بمعنى السوق والحث {فَٱلتَّالِيَاتِ ذِكْراً} وصفٌ ثالثٌ للملائكة الأبرار، إشادةً بذكر محاسنهم ومناقبهم العلوية أي وأقسمُ بالملائكة التالين لآيات الله على أنبيائه وأوليائه، مع التسبيح والتقديس والتحميد والتمجيد {إِنَّ إِلَـٰهَكُمْ لَوَاحِدٌ} هذا هو المقسم عليه أي إِن إِلهكم الذي تعبدونه - أيها الناس - إله واحدٌ لا شريك له، قال مقاتل: إِن الكفار بمكة قالوا: أجعل الآلهة إلهاً واحداً؟","Language:
- {فَٱلزَّاجِرَاتِ} (Al-Zajirat): To drive or push something away with force or shouting. A shout is called a ""zajra"" from the saying: ""The shepherd shouted at the sheep, so they returned to his voice.""
- {مَّارِدٍ} (Marid): Disobedient, rebellious.
- {ثَاقِبٌ} (Thaqib): Burning, very penetrating.
- {وَاصِبٌ} (Wasib): Continuous, unceasing.
- {لاَّزِبٍ} (Lazib): Sticking together.
- {مَّعِينٍ} (Ma'in): A drink flowing from springs.
- {غَوْلٌ} (Ghul): Anything that attacks and corrupts the mind. Abu Ubayda said: ""Ghul"" is what attacks and takes away the mind. He recited the poem of Ibn Iyas: ""And wine has been attacking us and taking away one after another.""
- {كَأْسٍ} (Kas): The Arabs say for a vessel if it contains wine, ""kass."" If it does not contain wine, they say, ""vessel"" or ""cup."" The poet said: ""And a cup I drank for pleasure, and another I cured myself with it.""
- {يُنزَفُونَ} (Yunzafun): They get drunk. It is said: ""The man got drunk, so he is intoxicated and drunk."" The poet said: ""By my life, if you got drunk or sobered up, you were a bad group of companions, O family of Abjara.""

Explanation:
- {وَٱلصَّافَّاتِ صَفًّا} (Wa Al-Saffati Saffa): Allah, the Exalted, opened this surah with an oath by some of His creatures, showing their greatness, their many benefits, and reminding the servants of their high status. The meaning is: ""I swear by these groups of angels, who stand in rows in prayer, or with their wings awaiting Allah's command."" Ibn Mas'ud said: ""They are the angels who stand in rows in the sky in worship and remembrance."" In the hadith, the Prophet (peace be upon him) said: ""Do you not stand in rows as the angels stand before their Lord?"" We said: ""How, O Messenger of Allah?"" He said: ""They complete the front rows and stand close together in the row."" Allah swears by the angels to remind of their high status and their many acts of worship. Despite their great creation and high status, they do not cease to worship Allah. They stand in rows for worship, just as the believers stand in rows for prayer, with humility and submission to the Mighty, the Majestic, to whom all creatures submit, and whose majesty and awe all necks bow, including the bearers of the Throne and the pure angels.
- {فَٱلزَّاجِرَاتِ زَجْراً} (Fa Al-Zajirati Zajran): The angels who drive the clouds, guiding them to where Allah wills, from the meaning of driving and urging.
- {فَٱلتَّالِيَاتِ ذِكْراً} (Fa Al-Taliyat Dhikran): A third description of the righteous angels, praising their virtues and high qualities. That is, ""I swear by the angels who recite Allah's verses to His prophets and friends, with glorification, sanctification, praise, and exaltation.""
- {إِنَّ إِلَـٰهَكُمْ لَوَاحِدٌ} (Inna Ilahakum Lawahid): This is what is sworn upon. That is, ""Your god, O people, whom you worship, is one god with no partner."" Muqatil said: ""The disbelievers in Mecca said: 'Has the gods been made one god?'"""
31,قال ابن مسعود: هم الملائكة تصف في السماء في العبادة والذكر صفوفاً.,"Ibn Mas'ud said: ""They are the angels, standing in rows in the sky in worship and remembrance."""
32,{فَٱلزَّاجِرَاتِ} قال مجاهد: الملائكة تزجر السحاب وغيرها من مخلوقات الله تعالى.,"""The ones who drive away"" said Mujahid: the angels who drive away the clouds and other creatures of Allah, the Most High."
