,original_sentence,translation
10,حدثنا مـحمد بن الـمثنى، قال: ثنا ابن أبـي عديّ، عن داود، قال: سألت أبـا العالـية، عن قول الله: {احْشُرُوا الَّذِينَ ظَلَـمُوا وأزْوَاجَهُمْ وَما كانُوا يَعْبُدُونَ مِنْ دُونِ اللّهِ} قال: الذين ظلـموا وأشياعهم.,"He narrated to us, Muhammad ibn al-Muthanna, he said: Ibn Abi Adiyy narrated to us, from Dawud, he said: I asked Abu al-Aaliyah about the saying of Allah: {Gather those who did wrong and their companions and what they used to worship instead of Allah}, he said: Those who did wrong and their followers."
11,حدثنا ابن الـمثنى، قال: ثنـي عبد الأعلـى، قال: ثنا داود، عن أبـي العالـية، أنه قال فـي هذه الآية {احْشُرُوا الَّذِينَ ظَلَـمُوا وأزْوَاجَهُمْ} قال: وأشياعهم.,"He narrated to us, Ibn al-Muthanna said: Abd al-A'la narrated to me, he said: Dawud narrated to us, from Abu al-A'aliya, that he said about this verse {Gather those who did wrong and their companions} he said: And their followers."
12,قوله تعالى {احشروا الذين ظلموا وأزواجهم وما كانوا يعبدون من دون الله فاهدوهم إلى صراط الجحيم} من كلامه تعالى للملائكة والمعنى وقلنا للملائكة احشروهم وقيل هو من كلام الملائكة بعضهم لبعض.,"""His saying, the Most High, 'Gather those who did wrong, and their companions and what they used to worship instead of Allah, and lead them to the path of Hellfire.' This is from His saying, the Most High, to the angels, and the meaning is 'And We said to the angels, gather them.' It is also said that it is from the speech of the angels to one another."""
13,أخرج ابن أبي حاتم عن ابن عباس رضي الله عنهما في قوله {احشروا الذين ظلموا وأزواجهم} قال: تقول الملائكة للزبانية {احشروا الذين ظلموا وأزواجهم}.,"""Narrated by Ibn Abi Hatim from Ibn Abbas (may Allah be pleased with them) regarding the verse: 'Gather those who did wrong and their companions,' he said: 'The angels say to the guards: 'Gather those who did wrong and their companions.'"""
14,وقوله {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوٰجَهُمْ} هو أمر من الله سبحانه للملائكة بأن يحشروا المشركين، وأزواجهم، وهم أشباههم في الشرك، والمتابعون لهم في الكفر، والمشايعون لهم في تكذيب الرسل، كذا قال قتادة، وأبو العالية.,"""And His saying, {Gather those who did wrong and their companions}, is a command from Allah, the Exalted, to the angels to gather the polytheists and their companions, who are their likenesses in polytheism, their followers in disbelief, and their supporters in denying the Messengers."""
15,وقد أخرج ابن أبي حاتم عن ابن عباس في قوله {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوٰجَهُمْ} قال تقول الملائكة للزبانية هذا القول.,"""And Ibn Abi Hatim narrated from Ibn Abbas regarding His saying: {Gather those who did wrong and their companions}, he said: 'The angels say this to the guards.'"""
16,قوله: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ} هذا من كلام الملائكة والمراد اجْمَعُوا الذين أشركوا إلى الموقف للحساب والجزاء.,His saying: {Gather those who did wrong} This is from the speech of the angels and means: gather those who associated partners [with Allah] to the place of reckoning and recompense.
17,قوله تعالى: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ} هو من قول الله تعالى للملائكة: {ٱحْشُرُواْ} المشركين {وَأَزْوَاجَهُمْ} أي أشياعهم في الشرك، والشرك الظلم قال الله تعالى: {إِنَّ ٱلشِّرْكَ لَظُلْمٌ عَظِيمٌ} [لقمان: 13] فيحشر الكافر مع الكافر قاله قتادة وأبو العالية.,"His Exalted saying: {Gather together those who did wrong and their partners} is from Allah's saying to the angels: {Gather together} the polytheists {and their partners}, meaning their companions in polytheism. Polytheism is injustice. Allah said: {Indeed, polytheism is a great injustice} [Luqman: 13]. So, the disbeliever will be gathered with the disbeliever. This was said by Qatadah and Abu Al-Aliyah."
18,ثم حكى سبحانه ما يقوله للملائكة بأن قال {احشروا الذين ظلموا} أنفسهم بارتكاب المعاصي أي اجمعوهم من كل جهة.,"Then He, the Exalted, narrates what He says to the angels, saying, ""Gather those who wronged themselves"" by committing sins, meaning, gather them from every direction."
19,{ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ} أي أَشرَكوا، اجمعوهم إلى الموقف للحساب والجزاء، {وَأَزْوَٰجَهُمْ}، أشباههم وأتباعهم وأمثالهم.,"""Gather those who have wronged"" meaning those who have associated partners with Allah, gather them to the place of reckoning and recompense, ""and their companions,"" their likenesses, followers, and examples."
20,{ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ} أمر الله للملائكة، أو أمر بعضهم لبعض بحشر الظلمة من مقامهم إلى الموقف.,"""Gather those who have wronged"" is the command of Allah to the angels, or the command of some of them to others to gather the wrongdoers from their place to the place of reckoning."
21,{ٱحْشُرُواْ} خطاب الله للملائكة {ٱلَّذِينَ ظَلَمُواْ} كفروا {وَأَزْوٰجَهُمْ} أي وأشباههم وقرناءهم من الشياطين أو نساءهم الكافرات، والواو بمعنى «مع» وقيل: للعطف.,"""Gather"" is the address of Allah to the angels ""those who wronged"" disbelieved ""and their mates"" that is, their likenesses and companions from the devils or their disbelieving women, and the waw means ""with"" and it has been said for conjunction."
22,{ٱحْشُرُواْ} خطاب الله للملائكة، أو خطاب بعضهم مع بعض {وَأَزْوٰجُهُمْ} وضرباءهم عن النبي صلى الله عليه وسلم وهم نظراؤهم وأشباههم من العصاة أهل الزنا مع أهل الزنا، وأهل السرقة مع أهل السرقة.,"""Gather"" is the address of Allah to the angels, or the address of some of them to each other. ""And their mates"" means their counterparts. From the Prophet, peace be upon him, they are their peers and likenesses among the disobedient: the adulterers with the adulterers, and the thieves with the thieves."
23,البحث الثاني: الآمر في قوله تعالى: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ} هو الله فهو تعالى أمر الملائكة أن يحشروا الكفار إلى موقف السؤال والمراد من الحشر أن الملائكة يسوقونهم إلى ذلك الموقف.,"The second research: The one who commands in His saying, the Almighty: {Gather those who did wrong} is Allah. So He, the Almighty, commanded the angels to gather the disbelievers to the position of questioning. The meaning of gathering is that the angels drive them to that position."
24,البحث الثالث: أن الله أمر الملائكة بحشر ثلاثة أشياء: الظالمين، وأزواجهم، والأشياء التي كانوا يعبدونها.,"The third research: That God commanded the angels to gather three things: the oppressors, their spouses, and the things they used to worship."
25,شرح الكلمات: احشروا الذين ظلموا: أي أنفسهم بالشرك والمعاصي.,"Explanation of the words: ""Gather those who wronged"": that is, themselves with polytheism and sins."
26,{ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ} الآية، هو خطاب من الله للملائكة أو خطاب الملائكة بعضهم لبعض أي اجمعوا الظالمين ونساءهم الكافرات قاله ابن عباس: فاهدوهم أي عرفوهم وقودوهم إلى طريق النار حتى يسلكوها والجحيم طبقة من طبقات جهنم.,"""Gather those who did wrong and their spouses,"" the verse, is an address from Allah to the angels or an address from the angels to one another, meaning: ""Gather the wrongdoers and their disbelieving wives,"" as said by Ibn Abbas. ""So guide them,"" means: ""Make them know and lead them to the path of the Fire until they enter it."" And Jahannam is a layer of the layers of Hell."
27,وقوله: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ}.,"""His saying: 'Gather those who did wrong and their companions.'"""
