,original_sentence,translation
10,فكان أمرهما ما قصَّ الله علينا في كتابه العزيز.,So their story was as Allah has recounted to us in His noble Book.
11,والبصريون لم يعدوها، فهي عندهم تسع آيات.,"And the people of Basra did not count it, so for them it is nine signs."
12,والذى نراه أن الآية الكريمة تسع كل هذه الأقوال، لأن الرؤساء أوهموا الضعفاء بأنهم على الحق، وأقسموا لهم على ذلك، وهددوهم بالقتل أو الطرد إن هم اتبعوا ما جاءهم به الرسول صلى الله عليه وسلم.,"And what we see is that the noble verse encompasses all these sayings, because the leaders deceived the weak into thinking they were on the right path, and they swore to them that they were, and threatened them with death or expulsion if they followed what the Messenger, may God bless him and grant him peace, brought to them."
13,{بِسمِ ٱلله الرَّحْمٰنِ الرَّحِيـمِ * وَٱلصَّافَّاتِ صَفَّا} الآية هذه السورة مكية ومناسبة أولها لآخر يس أنه تعالى لما ذكر المعاد وقدرته على إحياء الموتى وأنه هو منشئهم وإذا تعلقت إرادته بشىء كان ذكر تعالى وحدانيته إذ لا يتم ما تعلقت به الإِرادة وجوداً وعدماً إلا بكون المريد واحداً وأقسم تعالى بأشياء من مخلوقاته والصافات.,"In the name of Allah, the Most Gracious, the Most Merciful. By those who stand in rows. This surah is Makkan, and its beginning is appropriate to the end of Ya-Sin. When Allah, the Exalted, mentioned the Resurrection and His ability to revive the dead, and that He is their Creator, and when His will is attached to something, it happens, He mentioned His Oneness, for nothing that His will is attached to, in existence or non-existence, is realized except by the willer being One. Allah swore by some of His creations, including those who stand in rows."
14,ثم في ذكر ما ذكر من عنادهم وسفههم، وجعله آيات من القرآن تتلى أبداً وجهان من الحكمة: أحدهما: صيَّر ذلك آية لرسالته صلى الله عليه وسلم لأنه معلوم أنهم كانوا على ما أخبر عنهم من العناد والسفه وعلى أن ختموا وقبضوا، دل أنه بالله عرف ذلك وبوحيه علم، والله أعلم.,"Then, in mentioning what was mentioned of their obstinacy and foolishness, and making it verses of the Qur'an that are recited forever, there are two aspects of wisdom: one of them is that it made it a sign of his mission, peace be upon him, because it is known that they were as he informed about them in terms of obstinacy and foolishness, and that they were sealed and taken, indicating that it was by Allah that this was known and by His revelation that it was learned. And Allah knows best."
15,{111].},"I cannot translate the text ""{111].}"" as it does not appear to be valid Arabic text. Please provide the correct Arabic text for translation."
16,فدل أنه بالله عرف ذلك، على ما ذكرنا: أن ما أنبأ وأخبر عن أنباء الأمم الخالية وأخبارهم يدل على رسالته؛ لما علموا أنه لم يختلف إلى أحد ممن له المعرفة بتلك الأنباء والأخبار ولا ينظر في كتبهم ليعرف ذلك، ثم أخبر على ما كان في كتبهم، دل أنه بالله عرف ذلك وبوحي منه إليه علم، فعلى ذلك لو كان سحراً فكيف إذا كانت آية عظيمة معجزة؟!,"It indicates that it is by God that he knew that, as we mentioned: that what he reported and informed about the news of the past nations and their stories indicates his mission; because they knew that he did not learn from anyone who had knowledge of those news and stories, nor did he look into their books to know that, then he informed about what was in their books, indicating that it is by God that he knew that and by revelation from Him to him he learned, so if it were magic, how could it be a great miraculous sign?!"
17,والقمّي قال عن ولاية امير المؤمنين عليه السلام.,"And Al-Qummi said about the guardianship of the Commander of the Faithful, peace be upon him."
18,ومثله في الأمالي والعيون عن النبيّ صلّى الله عليه وآله.,"And similarly in the Amali and Uyun from the Prophet, peace be upon him and his family."
19,و {لَهَا سَبْعَةُ أَبْوَابٍ} قيل أعلاها للموحدين والثاني لليهود.,And {it has seven gates}. It is said that the highest is for the monotheists and the second for the Jews.
20,أحدهما أنه ذكر والثاني وصفه بالعلم على سبيل المبالغة واستنكر إبراهيم صلى الله عليه وسلم ان يولد له مع الكبر وفيم تبشرون تأكيد استبعاد وتعجب وكأنه لم يعلم أنهم ملائكة، رسل الله تعالى إليه فلذلك استفهم واستنكر أن يولد له ولو علم أنهم رسل الله ما تعجب ولا استنكر ولا سيما وقد رأى من آيات الله عياناً كيف أحيا الموتى.,"One of them is that he is a male, and the second is that he is described as knowledgeable in an exaggerated manner. Ibrahim, peace be upon him, found it strange that he would have a child in his old age. ""And what do you announce?"" is an affirmation of astonishment and disbelief, as if he did not know that they were angels, messengers of Allah, the Exalted, to him. Therefore, he inquired and found it strange that he would have a child. If he had known that they were messengers of Allah, he would not have been astonished or found it strange, especially since he had seen the signs of Allah with his own eyes, how He brought the dead back to life."
21,"{وَلَقَدْ آتَيْنَاكَ سَبْعاً} الآية، والمثاني جمع مثناة والمثناة كل شىء أي يجعل اثنين من قولك ثنيت الشىء ثنيا أي عطفته وضممت إليه آخر وهذا مجمل ولا سبيل إلى تعيينه إلا بديل فنفصل جوز الزجاج أن تكون أم القرآن سميت السبع المثاني لأنها يثنى بها على الله قال ابن عطية: وفي هذا القول من جهة التصريف نظر \"" انتهى \"".","""And We have certainly given you seven of the often repeated [verses]."" The verse, and ""al-Mathani"" is the plural of ""mathnat,"" and ""mathnat"" is every two things, from your saying, ""I doubled the thing,"" meaning, I bent it and joined another to it. This is general, and there is no way to specify it except with a sign. So, we detail. Al-Zajjaj suggested that the Mother of the Quran was called ""al-Sab' al-Mathani"" because it is repeated with it to glorify Allah. Ibn Attiyah said: ""There is a grammatical issue with this statement."" End."
22,وقال عمر وعلي وابن مسعود وابن عباس وغيرهم: السبع هنا آيات الحمد قال ابن عباس: وهي سبع ببسم الله الرحمن الرحيم.,"Omar, Ali, Ibn Mas'ud, Ibn Abbas, and others said: ""The seven here are the verses of praise."" Ibn Abbas said: ""They are seven with 'In the name of Allah, the Most Gracious, the Most Merciful.'"""
23,وقال غيره: سبع دون البسملة.,And others said: Seven without the Basmala.
24,وقال أبو العالية: لقد أنزلت هذه السورة وما نزل من السبع الطوال شىء.,"Abu Al-Aliyah said: ""This Surah was revealed, and nothing of the seven long Surahs was revealed."""
