,original_sentence,translation
11,وقيل المراد بالأزواج الأشباه والنظائر فأصحاب الزنا يحشرون مع أصحاب الزنا وأصحاب الخمر مع أصحاب الخمر وهكذا.,"It is said that the meaning of ""azwaj"" (pairs) is similar things and counterparts, so the adulterers will be gathered with the adulterers, and the drinkers of wine with the drinkers of wine, and so on."
12,وأخرج عبد الرزاق والفريابي وابن أبي شيبة وابن منيع في مسنده وعبد بن حميد وابن جرير وابن المنذر وابن أبي حاتم والحاكم وصححه وابن مردويه والبيهقي في البعث من طريق النعمان بن بشير عن عمر بن الخطاب رضي الله عنه في قوله {احشروا الذين ظلموا وأزواجهم} قال: أمثالهم الذين هم مثلهم، يجيء أصحاب الربا مع أصحاب الربا، وأصحاب الزنا مع أصحاب الزنا، وأصحاب الخمر مع أصحاب الخمر.,"And Abd al-Razzaq, al-Firyaabi, Ibn Abi Shaybah, Ibn Muna' in his Musnad, Abd ibn Humaid, Ibn Jarir, Ibn al-Mundhir, Ibn Abi Hatim, al-Hakim and he authenticated it, Ibn Marduyah, and al-Bayhaqi in al-Ba'th narrated from the route of al-Nu'man ibn Bashir from Umar ibn al-Khattab, may Allah be pleased with him, regarding His saying, ""Gather those who did wrong and their companions,"" he said: Their likes, those who are like them, the companions of usury will come with the companions of usury, the companions of fornication will come with the companions of fornication, and the companions of wine will come with the companions of wine."
13,وأخرج الفريابي وسعيد بن منصور وابن أبي شيبة وعبد بن حميد وابن جرير وابن المنذر وابن أبي حاتم والبيهقي في البعث عن ابن عباس رضي الله عنهما في قوله {احشروا الذين ظلموا وأزواجهم} قال: أشباههم.,"""And Al-Faryabi, Saeed bin Mansour, Ibn Abi Shaybah, Abd bin Humaid, Ibn Jarir, Ibn Al-Mundhir, Ibn Abi Hatim, and Al-Bayhaqi in Al-Ba'th narrated from Ibn Abbas, may Allah be pleased with him, regarding the verse {Gather those who did wrong and their companions}, he said: 'Their likes.'"""
14,وأخرج عبد بن حميد وابن أبي حاتم عن زيد بن أسلم رضي الله عنه في قوله {احشروا الذين ظلموا وأزواجهم} قال: أزواجهم في الأعمال وقرأ {وكنتم أزواجاً ثلاثة} [الواقعة: 7] الآية {فأصحاب الميمنة} [الواقعة: 8] زوج {وأصحاب المشئمة} [الواقعة: 9] زوج {والسابقون} [الواقعة: 10] زوج.,"And 'Abd bin Humaid and Ibn Abi Hatim narrated from Zaid bin Aslam, may Allah be pleased with him, regarding His saying, {Gather those who did wrong and their companions} [36:22], he said: Their companions in deeds. And he recited, {And you will be divided into three categories} [56:7] the verse {So the companions of the right} [56:8] are a category, {and the companions of the left} [56:9] are a category, {and the foremost} [56:10] are a category."
15,وأخرج عبد بن حميد وابن جرير وابن المنذر عن مجاهد رضي الله عنه في قوله {احشروا الذين ظلموا وأزواجهم} قال: أمثالهم.,"And Abd bin Humaid, Ibn Jarir, and Ibn al-Mundhir narrated from Mujahid, may Allah be pleased with him, regarding His saying: {Gather those who did wrong and their companions}, he said: Their likes."
16,القتلة مع القتلة، والزناة مع الزناة، وأكلة الربا مع أكلة الربا.,"""The murderers with the murderers, the adulterers with the adulterers, and the usurers with the usurers."""
17,وأخرج عبد بن حميد وابن مردويه وابن المنذر وابن أبي حاتم عن قتادة رضي الله عنه في قوله {احشروا الذين ظلموا وأزواجهم} قال: أشباههم من الكفار مع الكفار {وما كانوا يعبدون من دون الله} قال: الأصنام.,"""And 'Abd bin Humaid, Ibn Marduwayh, Ibn al-Mundhir, and Ibn Abi Hatim narrated from Qatadah, may Allah be pleased with him, regarding His saying: {Gather those who did wrong and their companions} he said: their likenesses among the disbelievers with the disbelievers. {And what they used to worship besides Allah} he said: the idols."""
18,وأخرج عبد الرّزّاق، والفريابي، وابن أبي شيبة، وابن منيع في مسنده، وعبد بن حميد، وابن جرير وابن المنذر، وابن أبي حاتم، والحاكم وصححه، وابن مردويه، والبيهقي في البعث من طريق النعمان بن بشير، عن عمر بن الخطاب في قوله {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوٰجَهُمْ} قال أمثالهم الذين هم مثلهم، يجيء أصحاب الرّبا مع أصحاب الرّبا، وأصحاب الزّنا مع أصحاب الزّنا، وأصحاب الخمر مع أصحاب الخمر، أزواج في الجنة، وأزواج في النار.,"And Abd al-Razzaq, al-Faryabi, Ibn Abi Shaybah, Ibn Muna' in his Musnad, Abd ibn Hamid, Ibn Jarir, Ibn al-Mundhir, Ibn Abi Hatim, al-Hakim and he authenticated it, Ibn Marduyah, and al-Bayhaqi in al-Ba'th narrated from the route of al-Nu'man ibn Bashir, from Umar ibn al-Khattab regarding his statement {Gather those who did wrong and their mates}, he said: their likes, those who are like them, the usurers will come with the usurers, the adulterers with the adulterers, and the drinkers of alcohol with the drinkers of alcohol, mates in Paradise, and mates in the Fire."
19,وأخرج الفريابي، وسعيد بن منصور، وابن أبي شيبة، وابن المنذر، وعبد بن حميد، وابن جرير، وابن أبي حاتم، والبيهقي في البعث عن ابن عباس في قوله {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوٰجَهُمْ} قال أشباههم، وفي لفظ نظراءهم.,"And Al-Faryabi, Saeed bin Mansour, Ibn Abi Shaybah, Ibn Al-Mundhir, Abd bin Humaid, Ibn Jarir, Ibn Abi Hatim, and Al-Bayhaqi in Al-Ba'th narrated from Ibn Abbas regarding the verse {Gather those who did wrong and their mates}, he said: ""Their likes,"" and in another wording, ""their counterparts."""
20,"قال قتادة والكلبي: كل من عمل مثل عملهم فأهل الخمر مع أهل الخمر وأهل الزنا مع أهل الزنا واليهوديّ مع اليهوديّ والنَّصْرَانيّ مع النصراني لقوله تعالى: {وَكُنتُمْ أَزْوَاجاً ثَلاَثَةً} [الواقعة: 7] أي أشكالاً وأشباهاً، وتقول \"" عندي من هذا أزواج \"" أي أمثال، وتقول: زَوْجَان من الخُفِّ لأن كل واحد منهما نظير الآخر وكذلك الرجل والمرأة يُسَمَّيَانِ زَوْجَيْنِ متشابهين، وكذلك العدد الزوج، وقال الضحاك ومقاتل قرناؤهم من السوء الشياطين كل كافر مع شيطانه في سلسلة.","Qatadah and Al-Kalbi said: ""Whoever does like their deeds, then the drinkers of wine will be with the drinkers of wine, the adulterers with the adulterers, the Jew with the Jew, and the Christian with the Christian, as Allah says: 'And you will be three kinds' [Al-Waqiah: 7], meaning similar and alike. And you say, 'I have pairs of this,' meaning similar ones. And you say, 'two pairs of shoes,' because each one is similar to the other, and similarly, the man and the woman are called a pair, similar to each other, and similarly, the even number. Al-Dhahhak and Muqatil said: 'Their companions of evil are the devils. Every disbeliever will be with his devil in a chain.'"""
21,وقال عمر بن الخطاب في قول الله عز وجل: {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَاجَهُمْ} قال: الزاني مع الزاني، وشارب الخمر مع شارب الخمر، وصاحب السرقة مع صاحب السرقة.,"Omar ibn al-Khattab said regarding the saying of Allah, the Exalted: {Gather those who did wrong, and their companions}, he said: The adulterer with the adulterer, the drinker of wine with the drinker of wine, and the thief with the thief."
22,وقيل: ظلموا الناس {وأزواجهم} أي وأشباههم عن ابن عباس ومجاهد ومثله {وكنتم أزواجاً ثلاثة} [الواقعة: 7] أي أشباهاً وأشكالاً ثلاثة فيكون المعنى أن صاحب الزنى يحشر مع أصحاب الزنى وصاحب الخمر مع أصحاب الخمر إلى غيرهم.,"It was said: They wronged people and their ""spouses"" (or ""counterparts""), meaning their likenesses, according to Ibn Abbas and Mujahid. Similarly, {And you will be three kinds} [Al-Waqiah: 7], meaning three likenesses and forms. So the meaning is that the adulterer will be gathered with the adulterers, and the drinker of alcohol with the drinkers of alcohol, and so on."
23,قال قتادة والكلبي: كل من عمل مثل عملهم، فأهل الخمر مع أهل الخمر، وأهل الزنا مع أهل الزنا.,"Qatada and Al-Kalbi said: ""Everyone who does similar deeds, the drinkers of wine with the drinkers of wine, and the adulterers with the adulterers."""
24,وقال شريك عن سماك عن النعمان قال سمعت عمر يقول {ٱحْشُرُواْ ٱلَّذِينَ ظَلَمُواْ وَأَزْوَٰجَهُمْ} قال أشباههم.,"He said that his partner quoted Samaak, who quoted An-Nu'man, who said, ""I heard Umar say, 'Gather those who did wrong and their companions,' meaning their likes."""
25,قال يجيء أصحاب الزنا مع أصحاب الزنا، وأصحاب الربا مع أصحاب الربا، وأصحاب الخمر مع أصحاب الخمر، وقال خصيف عن مقسم عن ابن عباس رضي الله عنهما أزواجهم نساءهم، وهذا غريب، والمعروف عنه الأول، كما رواه مجاهد وسعيد بن جبير عنه أزواجهم قرناءهم {وَمَا كَانُواْ يَعْبُدُونَ مِن دُونِ ٱللَّهِ}، أي من الأصنام والأنداد، تحشر معهم في أماكنهم.,"He said, ""The adulterers will come with the adulterers, the usurers with the usurers, and the drinkers of wine with the drinkers of wine."" Khusayf narrated from Muqsim from Ibn Abbas, may Allah be pleased with them, ""Their spouses, their women,"" and this is strange, and the known one is the first, as Mujahid and Saeed bin Jubayr narrated from him, ""Their spouses, their companions."" {And what they used to worship besides Allah}, that is, the idols and rivals, will be gathered with them in their places."
26,قال عمر وابن عباس - رضي الله عنهم - وقتادة انواعهم عابد صنم مع عابد صنم وعابد شمس مع عابد شمس وعابد نجم مع عابد نجم وعابد قمر مع عابد قمر وهكذا وقيل قرناهم من الشياطين يقرن كل كافر مع قرينه من الشياطين في سلسلة وبه قال عمر في رواية النعمان بن بشير عنه وقيل نسائهم المشركات وهو رواية عن ابن عباس والحسن وقيل نظرائهم من العصاة أهل الخمر مع أهل الخمر وأهل الزنا مع أهل الزنا وأهل السرقة مع أهل السرقة وأهل الرياء مع أهل الرياء وأهل الكبر مع أهل الكبر وأهل الحسد مع أهل الحسد وهكذا وهو رواية عن رسول الله صلى الله عليه وسلم.,"Umar and Ibn Abbas - may Allah be pleased with them - and Qatadah said: ""Their types are: idol worshipper with idol worshipper, sun worshipper with sun worshipper, star worshipper with star worshipper, and moon worshipper with moon worshipper, and so on."" It is also said that they are paired with demons, each disbeliever with his companion from the demons in a chain. This is what Umar said in the narration of An-Nu'man bin Bashir from him. It is also said that their women are polytheists, and this is a narration from Ibn Abbas and Al-Hasan. It is also said that they are their counterparts among the sinners: drinkers with drinkers, adulterers with adulterers, thieves with thieves, hypocrites with hypocrites, arrogant people with arrogant people, and envious people with envious people, and so on. This is a narration from the Messenger of Allah, may the peace and blessings of Allah be upon him."
