,original_sentence,translation
13,{بَلْ عَجِبْتَ} من قدرة الله تعالى وإنكارهم للبعث.,"""Indeed, you are amazed"" at the power of Allah, the Exalted, and their denial of the Resurrection."
14,والعجب من الله تعالى إما على الفرض والتخييل أو على معنى الاستعظام اللازم له فإنه روعة تعتري الإِنسان عند استعظامه الشيء، وقيل إنه مقدر بالقول أي: قال يا محمد بل عجبت.,"And wonder from Allah, the Most High, is either on the basis of assumption and imagination, or in the sense of the necessary greatness, for it is an awe that seizes a person when he is amazed by something. It has also been said that it is estimated by saying, ""O Muhammad, but you were amazed."""
15,وهذا المعنى يعضده ما يتلوه من ذكر إنكارهم البعث {بَلْ عَجِبْتَ} من تكذيبهم إياك {وَيَسْخُرُونَ} هم منك ومن تعجبك، أو عجبت من إنكارهم البعث وهم يسخرون من أمر البعث، {بَلْ عَجِبْتَ} حمزة وعلي أي استعظمت، والعجب روعة تعتري الإنسان عند استعظام الشيء فجرد لمعنى الاستعظام في حقه تعالى لأنه لا يجوز عليه الروعة، أو معناه قل يا محمد بل عجبتُ {وَإِذَا ذُكِّرُواْ لاَ يَذْكُرُونَ} ودأبهم أنهم إذا وعظوا بشيء لا يتعظون به.,"This meaning is supported by what follows, mentioning their denial of the resurrection: ""But you are astonished"" from their disbelief in you, ""and they ridicule"" you and your astonishment, or you are astonished by their denial of the resurrection and they ridicule the matter of the resurrection. ""But you are astonished,"" according to Hamza and Ali, meaning you have considered it greatly, and astonishment is a state that overcomes a person when they consider something greatly, so it is stripped of its meaning in the case of Allah, the Exalted, because it is not permissible for Him to be overcome. Or its meaning is: Say, O Muhammad, ""But I am astonished,"" and ""when they are reminded, they do not take heed."" And their habit is that when they are admonished with something, they do not take it to heart."
16,{بَلْ عَجِبْتَ وَيَسْخُرُونَ} بل عجبتَ أيها النبيّ من إنكارهم للبعث وهم يسخَرون من تعجّبك ويستهزئون.,"""Rather, you are amazed, and they ridicule."""
17,{بَلْ عَجِبْتَ} خطاب للرسول عليه الصلاة والسلام وقرىء: عجبت وعجبت والظاهر أن ضمير المتكلم هو لله تعالى والعجب لا يجوز على الله تعالى.,"""Indeed, you were amazed"" - an address to the Messenger (peace be upon him). It is also read: ""I was amazed"" and ""I was amazed."" It appears that the pronoun of the speaker is that of Allah, the Exalted, and amazement is not permissible for Allah, the Exalted."
18,وقوله - عز وجل - : {بَلْ عَجِبْتَ وَيَسْخَرُونَ}.,"""His saying - may He be exalted -: {But you are amazed, while they ridicule.}"""
19,وفي بعض الحروف: {بل عجبتُ} بالرفع، وكذلك ذكر عن ابن مسعود - رضي الله عنه - أنه كان يقرؤه بالرفع: {بل عجبتُ} فإن ثبت ذلك وصح إضافة العجب إلى الله فهو في الشاهد وإن كان لظهور عظيم مما قالوا خفيّاً عليهم مستتراً، عند ذلك يقع لهم العجبُ فهو في الله عز وجل، وإن كان لا يحتمل أن يخفى عليه شيء، فذلك لعظيم ما كان منهم من الإنكار من قدرته على الإنشاء والجحود في ذلك؛ فيكون ما ذكر من حرف العجب منه كناية عن الإنكار والدفع لقولهم، وذلك كما أضاف الامتحان إلى نفسه وإن كان في الشاهد لا يستعمل إلا في استظهار ما خفي عليهم واستتر منهم، فهو من الله يخرج على الأمر والنهي - أعني الامتحان - وإن كان في الشاهد بين الخلق لا يكون إلا لما ذكرنا، فعلى ذلك جائز إضافة العجب إلى الله على إرادة الإنكار منه عليهم والدفع لقولهم، والله أعلم.,"And in some letters: {But I was amazed} with the raising, and similarly, it was mentioned that Ibn Mas'ud - may Allah be pleased with him - used to recite it with the raising: {But I was amazed}. If this is proven and it is correct to attribute amazement to Allah, then it is in the witness, even if it is for the greatness of what they said, which was hidden from them and concealed, then amazement would occur for them. But it is not possible for anything to be hidden from Allah, so that is due to the greatness of their denial of His ability to create and their disbelief in that; so what was mentioned of the letter of amazement from Him is a metaphor for denial and refutation of their saying. And this is like attributing the test to Himself, even though in the witness it is only used to reveal what is hidden from them and concealed from them, but from Allah it comes out on the command and prohibition - meaning the test - even though in the witness among the people it is only for what we mentioned. So, it is permissible to attribute amazement to Allah with the intention of denying it from them and refuting their saying, and Allah knows best."
20,ومن الناس من أنكر هذه القراءة وقال: لا يجوز إضافة التعجب إلى الله - عز وجل - لما هو لم يزل عالماً بما كان ويكون، وهو في الشاهد إنما يكون لظهور عظيم من الأمر قد جهلوه، لكن هذا وإن كان في الخلق ما ذكر فهو من الله على غير ذلك، على ما ذكرنا من إضافة الامتحان إليه والابتلاء وإن كان بين الخلق لما ذكرنا، وقد ظهرت إضافته إليه بقوله: {وَإِن تَعْجَبْ فَعَجَبٌ قَوْلُهُمْ} [الرعد: 5] وهو يخرج على الإنكار عليهم والرد على تعظيم إنكار ما قالوا وأنكروا، والله أعلم.,"And among the people are those who denied this reading and said: ""It is not permissible to attribute astonishment to Allah - the Exalted in Might - for He has never ceased to know what was and what will be. In reality, it is only for the appearance of a great matter that they have not known. However, this, even if it is mentioned among the creation, is different from Allah, as we mentioned in attributing the test and trial to Him, even if it is mentioned among the creation, and its attribution to Him has appeared in His saying: {And if you are astonished, then wonderful is their statement} [Ar-Ra'd: 5]. And it is an expression of denying them and refuting their exaggeration in denying what they said and denied. And Allah knows best."
21,ومن الناس من قال في قوله عز وجل: {بَلْ عَجِبْتَ} فيما أضافه إلى رسول الله صلى الله عليه وسلم: أي عجبت من هذا القرآن حين أعطاك إياه ويسخر منه أولئك الكفرة.,"""And among the people, some said about the saying of the Almighty: {But you are amazed} in what He attributed to the Messenger of Allah, may the blessings and peace of Allah be upon him: 'You are amazed at this Quran when He gave it to you,' and those disbelievers mock it."""
22,ويحتمل معنى [آخر]، وهو أن يقال: إن قوله عز وجل: {بَلْ عَجِبْتَ} أي: جعلت ما أنزلت عليك من القرآن والوحي أمراً عجباً، أو أن يقال: كان إنكارهم رسالتك وتكذيبهم الآيات أمراً عجباً وهم يسخرون، ونحوه، والله أعلم.,"It is possible to understand [another] meaning, which is to say: His, the Exalted's, saying: {Indeed, you are amazed} means: you made what I revealed to you of the Quran and revelation an amazing matter, or it can be said: their denial of your message and their disbelief in the signs was an amazing matter, and they mocked, and the like. And Allah knows best."
23,وقال الزجاج: حرف العجب إنما يكون عند ظهور العجب من الأمر وعبرة عظيمة، فأما ما أضيف إلى الله فهو على الإنكار منه والرد على من أنكر عظيماً من الأمر ظاهراً، أو كلام نحوه، والله أعلم.,"Al-Zajjaj said: The letter of wonder (عجب) is only when there is a manifestation of wonder from the matter and a great lesson. As for what is attributed to Allah, it is in denial of it and refutation of whoever denies a great matter that is apparent, or similar speech. And Allah knows best."
