,original_sentence,translation
12,وأخرج ابن أبي حاتم عن ابن عباس رضي الله عنهما في قوله {فاهدوهم} قال: دلوهم {إلى صراط الجحيم} قال: طريق النار.,"And Ibn Abi Hatim narrated from Ibn Abbas, may Allah be pleased with him, regarding His saying, ""{So guide them}"" he said: ""Guide them {to the path of Hell}"" he said: ""the path to the Fire."""
13,{فَٱهْدُوهُمْ إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} أي عرّفوا هؤلاء المحشورين طريق النار، وسوقوهم إليها، يقال هديته الطريق، وهديته إليها، أي دللته عليها، وفي هذا تهكم بهم.,"""Guide them to the path of Hellfire,"" meaning, show these gathered ones the way to the Fire, and drive them to it. It is said, ""I guided him to the path,"" and ""I guided him to it,"" meaning, I showed him the way. And in this, there is mockery of them."
14,وأخرج ابن جرير، وابن المنذر، وابن أبي حاتم عنه في قوله {فَٱهْدُوهُمْ إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} قال وجهوهم، وأخرج ابن أبي حاتم عنه أيضاً في الآية قال دلوهم {إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} قال طريق النار.,"""And Ibn Jarir, Ibn al-Mundhir, and Ibn Abi Hatim narrated from him regarding the verse {فَٱهْدُوهُمْ إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} he said, 'Guide them,' and Ibn Abi Hatim also narrated from him regarding the verse, he said, 'Lead them {إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} he said, 'the path of the Fire.'"""
15,{فاهْدُوهم إٍلى صراط الجحيم}، قال ابن عباس: دلوهم إلى طريق النَّارِ.,"""Guide them to the path of Hell,"" said Ibn Abbas: ""Lead them to the way of the Fire."""
16,{فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ ٱلْجَحِيمِ} أي سوقوهم إلى النار.,"""Guide them to the path of Hellfire,"" that is, drive them to the Fire."
17,وقيل: «فَٱهْدُوهُمْ» أي دُلّوهم.,"It was said: ""Guide them"" means show them the way."
18,{فَٱهْدُوهُمْ إِلَىٰ صِرَٰطِ ٱلْجَحِيمِ}، قال ابن عباس: دلوهم إلى طريق النار.,"""Then lead them to the path of Hellfire."" Ibn Abbas said: ""Guide them to the path of the Fire."""
19,{فَٱهْدُوهُمْ إِلَىٰ صِرٰطِ ٱلْجَحِيمِ} فعرفوهم طريقاً ليسلكوها.,"""Then lead them to the path of Hell."""
20,3 - الأسلوب التهكمي {فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ ٱلْجَحِيمِ} وردت الهداية بطريق التهكم، لأن الهداية تكون إلى طريق النعيم لا الجحيم.,"3 - The sarcastic method {So guide them to the path of Hellfire} Guidance is mentioned in a sarcastic way, because guidance is to the path of bliss, not Hellfire."
21,{فاهدوهم إلى صراط الجحيم} دلوهم على طريق النار يسلكونه كذا ظهر لي ثم رأيته مسندا إلى ابن عباس رضي الله عنهما وذلك على جهة التهكم بهم والجحيم النار مطلقا وقيل الباب الخامس منها.,"""Guide them to the path of Hell."""
22,إلى جهنم.,To Hell.
23,والضمير فى قوله {فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ ٱلْجَحِيمِ} يعود إلى المشركين وأشباههم وآلهتهم.,"The pronoun in His saying, ""Then lead them to the path of Hell,"" refers to the polytheists, their likes, and their gods."
24,وقوله {فَٱهْدُوهُمْ} من الهداية بمعنى الدلالة على الشئ والإرشاد إليه.,"""His saying {فَٱهْدُوهُمْ} means guidance in the sense of showing something and guiding towards it."""
25,والمعنى: دُلُّوهم على طريق جهنم، يعني: سخريةً منهم وتهكماً بهم.,"The meaning: Guide them to the path of Hell, meaning: mocking them and ridiculing them."
26,{فاهْدوهم} أو صلوهم {إلى صراط} طريق {الجَحِيم} النار الشديدة الاتقاد، والتعبير بالهداية والصراط تهكم بهم، كأنهم أرادوا صراط الجحيم، فبين لهم وأوصلوا اليه، وهو بالمشى فى الأرض حتى يصلوه.,"""Guide them"" or ""Lead them"" to the path of Hell, the intensely burning fire. The expression ""guidance"" and ""path"" is sarcastic, as if they wanted the path of Hell, so they were shown and led to it, which is by walking on the earth until they reach it."
27,إلى صراط الجحيم: أي إلى طريق النار.,"To the path of Hell: that is, to the path of the Fire."
28,وقوله تعالى {فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ ٱلْجَحِيمِ} يقول الله عز وجل فاهدوهم أي دلوهم إلى طريق النار.,"""His saying, the Exalted, 'Then lead them to the path of Hellfire.' Allah, the Exalted, says, 'Then lead them,' meaning guide them to the path of the Fire."""
29,فاهدوهم: دُلّوهم.,Guide them: Guide them.
30,الى صراط الجحيم: الى طريق الجحيم.,To the path of Hell: To the path of Hell.
31,وقوله تعالى في هذه الآية الكريمة: {فَٱهْدُوهُمْ} من الهدي العام: أي دلّوهم وأرشدوهم إلى صراط الجحيم أي طريق النار ليسلكوها إليها، والضمير في قوله تعالى: {فَٱهْدُوهُمْ} راجع إلى الثلاثة أعني الذين ظلموا، وأزواجهم وما كانوا يعبدون من دون الله.,"""And His saying, the Most High, in this noble verse: {So lead them} from the general guidance: that is, guide them and direct them to the path of Hell, that is, the path of the Fire, so that they may walk upon it. And the pronoun in His saying, the Most High, {So lead them} refers to the three, meaning those who wronged, and their spouses, and what they used to worship besides Allah."""
32,وقوله - عز وجل - : {فَٱهْدُوهُمْ إِلَىٰ صِرَاطِ ٱلْجَحِيمِ}، كقوله: {وَسِيقَ ٱلَّذِينَ كَـفَرُوۤاْ إِلَىٰ جَهَنَّمَ زُمَراً} [الزمر: 71] ونحوه، والله أعلم.,"And His saying - may He be exalted -: {So lead them to the path of Hell}, is like His saying: {And those who disbelieved will be driven to Hell in groups} [39:71] and the like. And Allah knows best."
