"tafsir_id","type","quote_count","word_count","quote_per_1k_token","title_dmg"
22,"Hadith","1925","1333046","1.4440611951875628","Ġarāʾib al-Qurʾān wa-raġāʾib al-furqān"
22,"Poetry","369","1333046","0.27680965248010947","Ġarāʾib al-Qurʾān wa-raġāʾib al-furqān"
22,"Quran","44820","1333046","33.62224559392549","Ġarāʾib al-Qurʾān wa-raġāʾib al-furqān"
23,"Hadith","1433","467226","3.0670382213318605","al-Ǧawāhir al-ḥisān fī tafsīr al-Qurʾān"
23,"Poetry","178","467226","0.38097194933501133","al-Ǧawāhir al-ḥisān fī tafsīr al-Qurʾān"
23,"Quran","12849","467226","27.500609983177306","al-Ǧawāhir al-ḥisān fī tafsīr al-Qurʾān"
24,"Hadith","3167","2820624","1.1228011957637742","al-Lubāb fī ʿulūm al-kitāb"
24,"Poetry","5355","2820624","1.8985160730391573","al-Lubāb fī ʿulūm al-kitāb"
24,"Quran","37652","2820624","13.348819268360476","al-Lubāb fī ʿulūm al-kitāb"
25,"Hadith","1285","1742977","0.7372443813085314","Naẓm ad-durar fī tanāsub al-ayāt wa-s-suwar"
25,"Poetry","190","1742977","0.10900889684717584","Naẓm ad-durar fī tanāsub al-ayāt wa-s-suwar"
25,"Quran","49231","1742977","28.245352635175333","Naẓm ad-durar fī tanāsub al-ayāt wa-s-suwar"
26,"Hadith","8821","1599787","5.513859032483699","ad-Durr al-manṯūr fī at-tafsīr bi-l-maʾṯūr"
26,"Poetry","363","1599787","0.22690520675564935","ad-Durr al-manṯūr fī at-tafsīr bi-l-maʾṯūr"
26,"Quran","30654","1599787","19.161300848175415","ad-Durr al-manṯūr fī at-tafsīr bi-l-maʾṯūr"
28,"Hadith","920","1035376","0.8885660861368238","Iršād al-ʿaql as-salīm ilā mazāyā al-kitāb al-karīm"
28,"Poetry","392","1035376","0.37860641931047273","Iršād al-ʿaql as-salīm ilā mazāyā al-kitāb al-karīm"
28,"Quran","29531","1035376","28.522005532289718","Iršād al-ʿaql as-salīm ilā mazāyā al-kitāb al-karīm"
29,"Hadith","129","52011","2.4802445636499972","Tafsīr al-Qurʾān al-ʿaẓīm"
29,"Poetry","4","52011","0.0769068081751937","Tafsīr al-Qurʾān al-ʿaẓīm"
29,"Quran","1353","52011","26.01372786525927","Tafsīr al-Qurʾān al-ʿaẓīm"
30,"Hadith","162","196064","0.8262608127958218","Ḥaqāʾiq at-tafsīr"
30,"Poetry","47","196064","0.23971764321854086","Ḥaqāʾiq at-tafsīr"
30,"Quran","4060","196064","20.70752407377183","Ḥaqāʾiq at-tafsīr"
31,"Hadith","207","296831","0.6973665149529531","Laṭāʾif al-išārāt bi-tafsīr al-Qurʾān"
31,"Poetry","352","296831","1.1858599674562293","Laṭāʾif al-išārāt bi-tafsīr al-Qurʾān"
31,"Quran","5375","296831","18.107946946242137","Laṭāʾif al-išārāt bi-tafsīr al-Qurʾān"
32,"Hadith","386","407626","0.9469464656327123","Mafātīḥ al-ġayb"
32,"Poetry","231","407626","0.5666959418682813","Mafātīḥ al-ġayb"
32,"Quran","4825","407626","11.836830820408904","Mafātīḥ al-ġayb"
33,"Hadith","224","208712","1.0732492621411323","Tafsīr al-Qurʾān al-karīm"
33,"Poetry","32","208712","0.1533213231630189","Tafsīr al-Qurʾān al-karīm"
33,"Quran","9247","208712","44.30507110276362","Tafsīr al-Qurʾān al-karīm"
36,"Hadith","5508","2352926","2.340915098902388","Rūḥ al-bayān fī tafsīr al-Qurʾān"
36,"Poetry","4486","2352926","1.9065622973268177","Rūḥ al-bayān fī tafsīr al-Qurʾān"
36,"Quran","40065","2352926","17.027734828889646","Rūḥ al-bayān fī tafsīr al-Qurʾān"
37,"Hadith","1724","1034716","1.6661576703172658","al-Baḥr al-madīd fī tafsīr al-Qurʾān al-maǧīd"
37,"Poetry","672","1034716","0.6494535698684469","al-Baḥr al-madīd fī tafsīr al-Qurʾān al-maǧīd"
37,"Quran","32462","1034716","31.3728597992106","al-Baḥr al-madīd fī tafsīr al-Qurʾān al-maǧīd"
38,"Hadith","41","222153","0.18455748965802846","Tafsīr al-Qurʾān"
38,"Poetry","20","222153","0.09002804373562365","Tafsīr al-Qurʾān"
38,"Quran","6053","222153","27.246987436586497","Tafsīr al-Qurʾān"
39,"Hadith","247","1105435","0.22344145065064883","at-Tibyān fī tafsīr al-Qurʾān"
39,"Poetry","2648","1105435","2.395437090376187","at-Tibyān fī tafsīr al-Qurʾān"
39,"Quran","29662","1105435","26.83287574574715","at-Tibyān fī tafsīr al-Qurʾān"
40,"Hadith","844","601338","1.4035367796480516","at-Tafsīr"
40,"Poetry","143","601338","0.23780303257070068","at-Tafsīr"
40,"Quran","4924","601338","8.188406520126785","at-Tafsīr"
41,"Hadith","480","571233","0.8402875884271391","aṣ-Ṣāfī fī tafsīr kalām Allāh al-wāfī"
41,"Poetry","14","571233","0.02450838799579156","aṣ-Ṣāfī fī tafsīr kalām Allāh al-wāfī"
41,"Quran","18739","571233","32.804477332367","aṣ-Ṣāfī fī tafsīr kalām Allāh al-wāfī"
42,"Hadith","315","717681","0.4389136677716144","Tafsīr Bayān as-saʿāda fī maqāmāt al-ʿibāda"
42,"Poetry","147","717681","0.20482637829342004","Tafsīr Bayān as-saʿāda fī maqāmāt al-ʿibāda"
42,"Quran","20729","717681","28.883306092818398","Tafsīr Bayān as-saʿāda fī maqāmāt al-ʿibāda"
44,"Hadith","29","6187","4.687247454339745","Tafsīr al-Ḥibarī"
44,"Quran","117","6187","18.91061903992242","Tafsīr al-Ḥibarī"
45,"Hadith","457","106047","4.309409978594396","Tafsīr kitāb Allāh al-ʿazīz"
45,"Poetry","14","106047","0.13201693588691807","Tafsīr kitāb Allāh al-ʿazīz"
45,"Quran","1425","106047","13.437438117061303","Tafsīr kitāb Allāh al-ʿazīz"
47,"Hadith","475","311098","1.5268500601096762","Tafsīr al-Aʿqam"
47,"Poetry","49","311098","0.157506637779735","Tafsīr al-Aʿqam"
47,"Quran","17077","311098","54.892670476827234","Tafsīr al-Aʿqam"
48,"Hadith","991","394683","2.5108758167947443","Tafsīr Furāt al-Kūfī"
48,"Poetry","8","394683","0.02026943141711196","Tafsīr Furāt al-Kūfī"
48,"Quran","19159","394683","48.54275456505601","Tafsīr Furāt al-Kūfī"
49,"Hadith","4136","2057921","2.009795322560973","Himyān az-zād ilā dār al-maʿād"
49,"Poetry","644","2057921","0.312937182719842","Himyān az-zād ilā dār al-maʿād"
49,"Quran","35068","2057921","17.04049863916059","Himyān az-zād ilā dār al-maʿād"
50,"Hadith","2689","1491328","1.803090936400309","Taysīr at-tafsīr li-l-qurʾān al-karīm"
50,"Poetry","520","1491328","0.34868251652218696","Taysīr at-tafsīr li-l-qurʾān al-karīm"
50,"Quran","32061","1491328","21.498288773495837","Taysīr at-tafsīr li-l-qurʾān al-karīm"
51,"Hadith","280","244890","1.1433704928743518","Ǧawāhir at-tafsīr: Anwār min bayān al-tanzīl"
51,"Poetry","199","244890","0.8126097431499857","Ǧawāhir at-tafsīr: Anwār min bayān al-tanzīl"
51,"Quran","2097","244890","8.563028298419699","Ǧawāhir at-tafsīr: Anwār min bayān al-tanzīl"
52,"Hadith","3321","3475920","0.9554305047296832","Rūḥ al-maʿānī: fī tafsīr al-Qurʿān al-ʿaẓīm wa-s-sabʿ al-maṯānī"
52,"Poetry","3351","3475920","0.9640613132638266","Rūḥ al-maʿānī: fī tafsīr al-Qurʿān al-ʿaẓīm wa-s-sabʿ al-maṯānī"
52,"Quran","64826","3475920","18.650026467812836","Rūḥ al-maʿānī: fī tafsīr al-Qurʿān al-ʿaẓīm wa-s-sabʿ al-maṯānī"
54,"Hadith","1771","2729459","0.6488465296602733","Aḍwāʾ al-bayān fī īḍāḥ al-Qurʾān bi-l-Qurʾān"
54,"Poetry","2664","2729459","0.9760175917645219","Aḍwāʾ al-bayān fī īḍāḥ al-Qurʾān bi-l-Qurʾān"
54,"Quran","71205","2729459","26.087587320417708","Aḍwāʾ al-bayān fī īḍāḥ al-Qurʾān bi-l-Qurʾān"
55,"Hadith","2784","1296213","2.147795154037184","at-Taḥrīr wa-t-tanwīr"
55,"Poetry","1976","1296213","1.5244408133539782","at-Taḥrīr wa-t-tanwīr"
55,"Quran","21691","1296213","16.734132430395313","at-Taḥrīr wa-t-tanwīr"
56,"Hadith","960","2277976","0.42142674022904547","al-Mīzān fī tafsīr al-Qurʾān"
56,"Poetry","127","2277976","0.055751245842800806","al-Mīzān fī tafsīr al-Qurʾān"
56,"Quran","41503","2277976","18.219243749714657","al-Mīzān fī tafsīr al-Qurʾān"
57,"Hadith","1652","1648877","1.0018940163517351","at-Tafsīr al-wasīṭ li-l-Qurʾān al-Karīm"
57,"Poetry","279","1648877","0.16920607176884633","at-Tafsīr al-wasīṭ li-l-Qurʾān al-Karīm"
57,"Quran","33762","1648877","20.475754104156948","at-Tafsīr al-wasīṭ li-l-Qurʾān al-Karīm"
60,"Hadith","18","168095","0.10708230464915672","al-Waǧīz fī tafsīr al-kitāb al-ʿazīz"
60,"Quran","16852","168095","100.25283321931052","al-Waǧīz fī tafsīr al-kitāb al-ʿazīz"
65,"Quran","4","180844","0.022118510981840703","al-Muntaḫab fī tafsīr al-Qurʾān al-Karīm"
66,"Hadith","137","645964","0.2120861224464521","Aysar at-tafāsīr li-kalām al-ʿalī al-kabīr"
66,"Quran","12783","645964","19.789028490751807","Aysar at-tafāsīr li-kalām al-ʿalī al-kabīr"
67,"Hadith","298","352800","0.844671201814059","Tafsīr Muqātil ibn Sulaymān"
67,"Poetry","12","352800","0.03401360544217687","Tafsīr Muqātil ibn Sulaymān"
67,"Quran","25133","352800","71.23866213151928","Tafsīr Muqātil ibn Sulaymān"
68,"Hadith","312","385548","0.8092377602788757","Taysīr at-tafsīr"
68,"Poetry","6","385548","0.01556226462074761","Taysīr at-tafsīr"
68,"Quran","4578","385548","11.874007905630426","Taysīr at-tafsīr"
71,"Hadith","254","374434","0.6783572004679063","Aysar at-tafāsīr: tafsīr, asbāb nuzūl, aḥādīṯ, namāḏiǧ iʿrāb"
71,"Quran","8472","374434","22.626150403008275","Aysar at-tafāsīr: tafsīr, asbāb nuzūl, aḥādīṯ, namāḏiǧ iʿrāb"
75,"Hadith","3559","968370","3.675248097318174","al-Kašf wa-l-bayān fī tafsīr al-Qurʾān"
75,"Poetry","1876","968370","1.9372760411826058","al-Kašf wa-l-bayān fī tafsīr al-Qurʾān"
75,"Quran","23962","968370","24.74467403988145","al-Kašf wa-l-bayān fī tafsīr al-Qurʾān"
76,"Hadith","1806","2911812","0.620232350165464","Ḫawāṭir Muḥammad Mutawallī aš-Šaʿrawī"
76,"Poetry","771","2911812","0.2647835780606715","Ḫawāṭir Muḥammad Mutawallī aš-Šaʿrawī"
76,"Quran","41957","2911812","14.409240706474181","Ḫawāṭir Muḥammad Mutawallī aš-Šaʿrawī"
78,"Hadith","22","79703","0.27602474185413345","Tafsīr Muǧāhid"
78,"Quran","2492","79703","31.266075304568208","Tafsīr Muǧāhid"
79,"Hadith","284","1173789","0.2419514921335947","ad-Durr al-maṣūn fī ʿulūm al-kitāb al-maknūn"
79,"Poetry","4572","1173789","3.895078246601391","ad-Durr al-maṣūn fī ʿulūm al-kitāb al-maknūn"
79,"Quran","15598","1173789","13.288589346126093","ad-Durr al-maṣūn fī ʿulūm al-kitāb al-maknūn"
83,"Hadith","430","553166","0.7773435099048025","Ṣawfat at-tafāsīr: tafsīr li-l-Qurʾān al-karīm"
83,"Poetry","286","553166","0.5170238228669152","Ṣawfat at-tafāsīr: tafsīr li-l-Qurʾān al-karīm"
83,"Quran","23191","553166","41.924124042330874","Ṣawfat at-tafāsīr: tafsīr li-l-Qurʾān al-karīm"
84,"Hadith","3676","808311","4.547754515279391","Muḫtaṣar tafsīr Ibn Kaṯīr"
84,"Poetry","146","808311","0.18062354712480716","Muḫtaṣar tafsīr Ibn Kaṯīr"
84,"Quran","21871","808311","27.05765478881272","Muḫtaṣar tafsīr Ibn Kaṯīr"
85,"Hadith","537","235526","2.280003056987339","Rawāʾiʿ al-bayān tafsīr ʿāyāt al-aḥkām"
85,"Poetry","240","235526","1.0189957796591458","Rawāʾiʿ al-bayān tafsīr ʿāyāt al-aḥkām"
85,"Quran","2989","235526","12.690743272504946","Rawāʾiʿ al-bayān tafsīr ʿāyāt al-aḥkām"
88,"Hadith","263","299971","0.8767514193038661","Kitāb at-Tašīl li-ʿulūm at-tanzīl"
88,"Poetry","16","299971","0.05333848938730744","Kitāb at-Tašīl li-ʿulūm at-tanzīl"
88,"Quran","11450","299971","38.17035646779188","Kitāb at-Tašīl li-ʿulūm at-tanzīl"
89,"Quran","2944","38567","76.33469027925429","Tafsīr ġarīb al-Qurʾān"
90,"Hadith","238","514169","0.46288282646367246","an-Nahr al-mādd min al-baḥr al-muḥīṭ"
90,"Poetry","385","514169","0.7487810428088819","an-Nahr al-mādd min al-baḥr al-muḥīṭ"
90,"Quran","11281","514169","21.940256997212977","an-Nahr al-mādd min al-baḥr al-muḥīṭ"
91,"Hadith","1811","692304","2.6159028403707043","Tafsīr al-Qurʾān al-karīm"
91,"Poetry","228","692304","0.32933508978714554","Tafsīr al-Qurʾān al-karīm"
91,"Quran","21013","692304","30.352272989900392","Tafsīr al-Qurʾān al-karīm"
92,"Hadith","1302","868699","1.4987930226695323","al-Hidāya ilā bulūġ an-nihāya"
92,"Poetry","99","868699","0.11396352476519485","al-Hidāya ilā bulūġ an-nihāya"
92,"Quran","23984","868699","27.60910280776195","al-Hidāya ilā bulūġ an-nihāya"
94,"Hadith","1240","1394926","0.8889360439191756","Taʾwīlāt ahl as-sunna"
94,"Poetry","22","1394926","0.015771445940501505","Taʾwīlāt ahl as-sunna"
94,"Quran","39094","1394926","28.025859436271173","Taʾwīlāt ahl as-sunna"
95,"Hadith","113","477252","0.2367721874397593","Tafsīr al-Ǧīlānī"
95,"Poetry","2","477252","0.004190658184774501","Tafsīr al-Ǧīlānī"
95,"Quran","40736","477252","85.35532590748703","Tafsīr al-Ǧīlānī"
96,"Hadith","684","701695","0.9747824909682983","Ḥāšīyat aṣ-Ṣāwī ʿalā tafsīr al-Ǧalālayn"
96,"Poetry","336","701695","0.47884052187916404","Ḥāšīyat aṣ-Ṣāwī ʿalā tafsīr al-Ǧalālayn"
96,"Quran","20106","701695","28.653474800304977","Ḥāšīyat aṣ-Ṣāwī ʿalā tafsīr al-Ǧalālayn"
97,"Hadith","864","551205","1.5674748959098703","at-Taʾwīlāt an-naǧmiyya fī at-tafsīr al-ʾišārī aṣ-ṣūfī"
97,"Poetry","104","551205","0.1886775337669288","at-Taʾwīlāt an-naǧmiyya fī at-tafsīr al-ʾišārī aṣ-ṣūfī"
97,"Quran","22210","551205","40.29353870157201","at-Taʾwīlāt an-naǧmiyya fī at-tafsīr al-ʾišārī aṣ-ṣūfī"
98,"Hadith","87","516965","0.16828992291547784","Taysīr al-karīm ar-raḥmān fī tafsīr kalām al-mannān"
98,"Poetry","1","516965","0.0019343669300629636","Taysīr al-karīm ar-raḥmān fī tafsīr kalām al-mannān"
98,"Quran","16963","516965","32.81266623465805","Taysīr al-karīm ar-raḥmān fī tafsīr kalām al-mannān"
99,"Hadith","13","22866","0.568529694743287","Tafsīr Sufyān aṯ-Ṯawrī"
99,"Poetry","1","22866","0.043733053441791306","Tafsīr Sufyān aṯ-Ṯawrī"
99,"Quran","884","22866","38.66001924254352","Tafsīr Sufyān aṯ-Ṯawrī"
100,"Hadith","512","67558","7.57867314011664","Tafsīr an-Nasāʾī"
100,"Poetry","1","67558","0.014802095976790313","Tafsīr an-Nasāʾī"
100,"Quran","1046","67558","15.482992391722668","Tafsīr an-Nasāʾī"
101,"Hadith","305","139513","2.1861761986338193","Tafsīr ʿAbd ar-Razzāq"
101,"Poetry","5","139513","0.03583895407596425","Tafsīr ʿAbd ar-Razzāq"
101,"Quran","3847","139513","27.57449126604689","Tafsīr ʿAbd ar-Razzāq"
102,"Hadith","2243","1253097","1.7899651822644216","Maḥāsin at-Taʾwīl"
102,"Poetry","484","1253097","0.38624304423360684","Maḥāsin at-Taʾwīl"
102,"Quran","29753","1253097","23.74357292372418","Maḥāsin at-Taʾwīl"
103,"Hadith","1861","1876028","0.9919894585795094","Tafsīr al-Manār"
103,"Poetry","392","1876028","0.20895210519245982","Tafsīr al-Manār"
103,"Quran","15509","1876028","8.266934182219028","Tafsīr al-Manār"
104,"Hadith","201","199112","1.009482100526337","Tafsīr al-Qurʾān al-ʿazīz"
104,"Poetry","71","199112","0.35658322953915383","Tafsīr al-Qurʾān al-ʿazīz"
104,"Quran","13392","199112","67.25862830969506","Tafsīr al-Qurʾān al-ʿazīz"
105,"Hadith","8","34377","0.23271373301916978","Nuzhat al-qulūb fī ʿalām al-ġuyūb"
105,"Poetry","26","34377","0.7563196323123018","Nuzhat al-qulūb fī ʿalām al-ġuyūb"
105,"Quran","2543","34377","73.9738778834686","Nuzhat al-qulūb fī ʿalām al-ġuyūb"
